1 0 0 463.043
1 15 9.379 462.901
1 30 22.067 456.046
1 45 28.888 455.942
1 60 45.881 451.243
1 75 56.847 443.304
1 90 65.305 438.745
1 105 78.12 440.76
1 120 84.122 442.889
1 135 98.582 440.448
1 150 109.514 430.3
1 165 135.033 425.46
1 180 149.426 418.59
1 195 162.122 412.834
1 210 171.476 410.471
1 225 193.61 407.924
1 240 209.699 401.007
1 255 222.379 393.053
1 270 227.46 390.744
1 285 240.173 386.109
1 300 244.36 380.505
1 315 260.492 375.807
1 330 268.123 373.481
1 345 271.355 361.208
1 360 278.066 354.455
1 375 285.596 344.349
1 390 290.61 337.611
1 405 299.954 335.236
1 420 303.272 329.646
1 435 310.852 322.858
1 450 314.135 315.047
1 465 328.426 301.495
1 480 334.242 291.414
1 495 340.919 281.331
1 510 343.307 270.192
1 525 353.411 262.267
1 540 357.581 255.542
1 555 364.274 247.668
1 570 362.442 238.803
1 585 360.61 231.059
1 600 362.222 224.373
1 615 382.387 205.191
1 630 383.982 197.406
1 645 385.458 182.951
1 660 378.578 178.615
1 675 367.427 174.333
1 690 361.34 166.655
1 705 348.441 160.201
1 720 341.409 145.876
1 735 349.901 143.525
1 750 357.54 141.177
1 765 365.137 136.62
1 780 366.732 128.824
1 795 371.78 124.317
1 810 373.29 112.071
1 825 371.492 105.448
1 840 361.63 74.501
1 855 367.42 62.211
1 870 369.219 68.845
1 885 372.527 62.133
1 900 372.629 68.793
1 915 378.537 64.251
1 930 380.099 55.356
1 945 386.877 51.922
1 960 386.775 45.251
1 975 365.308 35.587
1 990 355.93 35.73
1 1005 348.257 35.847
1 1020 344.677 24.799
1 1035 349.699 19.183
1 1050 357.271 12.395
1 1065 369.881 0
1 1080 357.271 12.395
1 1095 349.699 19.183
1 1110 344.677 24.799
1 1125 348.257 35.847
1 1140 355.93 35.73
1 1155 365.308 35.587
1 1170 386.775 45.251
1 1185 386.877 51.922
1 1200 380.099 55.356
